#                                                                                                running time (s)                 
#                                                                                         -------------------------------          
# idx  seq name                        length  cm from    cm to  trunc    bit sc  avg pp  band calc  alignment      total  mem (Mb)
# ---  ------------------------------  ------  -------  -------  -----  --------  ------  ---------  ---------  ---------  --------
  553  MHCA01000002.1/9457-9662           206        1      171     no     51.81   0.950       0.01       0.38       0.39      9.51
  554  CP012600.1/3796930-3797102         173        1      171     no    133.03   0.959       0.01       0.20       0.21      1.16
  555  LBQH01000016.1/5786-5886           101        1      171     no     33.08   0.909       0.02       0.09       0.11      3.12
  556  CP012024.1/175578-175749           172        1      171     no    142.17   0.932       0.00       0.01       0.02      1.15
  557  AP012292.1/746752-746914           163        1      171     no     77.33   0.950       0.00       0.03       0.03      2.13
  558  FPAA01000010.1/9691-9849           159        1      171     no    100.06   0.961       0.00       0.02       0.02      1.38
  559  FMPF01000009.1/83502-83288         215        1      171     no    139.55   0.926       0.01       0.02       0.03      1.68
  560  JPVP01000052.1/195237-195064       174        1      171     no    122.63   0.903       0.01       0.03       0.04      1.39
  561  CCXS01000001.1/3280075-3279899     177        1      171     no    107.04   0.918       0.01       0.02       0.02      1.53
  562  LGHA01000060.1/5736-5519           218        1      171     no     46.89   0.943       0.01       0.38       0.39     12.20
  563  MENB01000003.1/4420-4604           185        1      171     no     55.41   0.913       0.01       0.15       0.16      5.58
  564  MNJJ01000247.1/1502-1334           169        1      171     no     76.05   0.902       0.01       0.02       0.03      1.99
  565  KE159710.1/175292-175126           167        1      171     no     87.13   0.884       0.01       0.07       0.08      1.72
  566  MELR01000025.1/3905-4059           155        1      171     no     93.72   0.963       0.01       0.02       0.03      1.49
  567  FXWM01000001.1/342349-342514       166        1      171     no    135.75   0.937       0.01       0.02       0.03      1.08
  568  JYNH01000142.1/11141-11303         163        1      171     no    117.24   0.936       0.01       0.02       0.03      1.24
  569  CP001818.1/874538-874691           154        1      171     no    100.44   0.979       0.01       0.03       0.04      1.67
  570  CP001098.1/161628-161798           171        1      171     no    125.13   0.958       0.01       0.02       0.02      1.30
  571  FR883392.1/11474-11191             284        1      171     no    105.75   0.809       0.02       0.05       0.07      2.75
  572  MGWF01000036.1/21378-21245         134        1      171     no     59.96   0.880       0.00       0.20       0.21      3.54
  573  LTBA01000005.1/93978-94202         225        1      171     no    106.13   0.851       0.02       0.03       0.04      2.14
  574  ALJM01000006.1/73536-73358         179        1      171     no     75.31   0.854       0.01       0.16       0.17      4.75
  575  LMLV01000002.1/38677-38927         251        1      171     no     79.21   0.793       0.02       0.17       0.19      3.32
  576  FPJZ01000023.1/21762-21604         159        1      171     no    107.02   0.947       0.01       0.07       0.08      1.43
  577  LUKE01000001.1/2027834-2027676     159        1      171     no     87.32   0.957       0.01       0.06       0.06      1.73
  578  CP000359.1/11680-11490             191        1      171     no     43.91   0.908       0.01       0.32       0.34      6.19
  579  CP017253.1/311937-312141           205        1      171     no    115.28   0.907       0.01       0.05       0.06      1.88
  580  CP003096.1/798718-798876           159        1      171     no    100.40   0.952       0.02       0.02       0.03      1.40
  581  CP000560.1/203859-204030           172        1      171     no    135.33   0.927       0.01       0.01       0.02      1.17
  582  FR884079.1/2045-2203               159        1      171     no     68.93   0.907       0.00       0.05       0.05      2.56
  583  JPZO01000078.1/8623-8793           171        1      171     no    140.45   0.944       0.01       0.02       0.04      1.20
  584  FQZL01000020.1/20079-19914         166        1      171     no    112.78   0.935       0.02       0.05       0.07      1.44
  585  NGMO01000001.1/599975-600127       153        1      171     no     87.50   0.884       0.01       0.06       0.07      2.25
  586  FRCZ01000007.1/6642-6809           168        1      171     no    112.67   0.927       0.01       0.02       0.03      1.39
  587  LWAE01000001.1/235507-235678       172        1      171     no     94.85   0.928       0.00       0.03       0.03      1.71
  588  LYVF01000137.1/186012-185759       254        1      171     no    102.57   0.774       0.01       0.03       0.05      2.35
  589  KB946287.1/155894-156038           145        1      171     no     75.76   0.888       0.01       0.04       0.04      2.17
  590  FRAR01000008.1/114368-114221       148        1      171     no     95.40   0.891       0.00       0.03       0.04      1.20
  591  LTFS01000067.1/603-747             145        1      171     no     78.75   0.971       0.02       0.06       0.08      2.37
  592  GL520139.1/20916-21061             146        1      171     no     68.62   0.927       0.01       0.04       0.05      2.66
  593  BA000004.3/288766-288933           168        1      171     no    128.55   0.943       0.01       0.03       0.04      1.22
  594  CP001615.1/1542761-1542610         152        1      171     no     99.98   0.957       0.02       0.05       0.07      1.46
  595  CP000673.1/285035-285232           198        1      171     no    109.84   0.895       0.01       0.05       0.06      1.85
  596  CP002048.1/2172961-2172719         243        1      171     no     95.61   0.823       0.01       0.03       0.04      2.39
  597  JXLB01000007.1/2741-2594           148        1      171     no     84.65   0.916       0.01       0.06       0.07      2.47
  598  FJNB01000011.1/87989-87804         186        1      171     no     77.63   0.890       0.05       0.19       0.23      4.16
  599  FRAD01000019.1/50550-50384         167        1      171     no     95.85   0.958       0.01       0.09       0.10      1.63
  600  JMFY01000007.1/48829-49073         245        1      171     no    108.86   0.821       0.01       0.08       0.09      2.35
  601  CCSE01000001.1/7657-7815           159        1      171     no    110.89   0.992       0.02       0.04       0.06      1.21
  602  APJS01000026.1/72477-72754         278        1      171     no    109.66   0.825       0.02       0.11       0.12      2.77
  603  JH379027.1/2883392-2883575         184        1      171     no     46.07   0.860       0.02       0.82       0.85      4.34
  604  MBSV01000094.1/24949-25099         151        1      171     no     95.31   0.942       0.01       0.25       0.26      1.74
  605  CELZ01000068.1/225917-225711       207        1      171     no     95.54   0.862       0.01       0.04       0.05      1.98
  606  JOTM01000087.1/4692-4536           157        1      171     no    127.49   0.960       0.01       0.02       0.02      1.12
  607  FR878314.1/31198-31045             154        1      171     no    110.83   0.967       0.01       0.05       0.06      1.60
  608  JH414706.1/135497-135738           242        1      171     no     60.43   0.886       0.01       0.53       0.54     10.34
  609  LADO01000011.1/48023-48211         189        1      171     no    102.54   0.889       0.00       0.02       0.02      1.62
  610  AE009951.2/1095656-1095802         147        1      171     no     88.27   0.883       0.00       0.03       0.04      1.56
  611  ADMN01000057.1/50684-50846         163        1      171     no    113.16   0.928       0.00       0.01       0.02      1.20
  612  LCFF01000016.1/2443-2208           236        1      171     no     38.60   0.926       0.01       0.59       0.60     20.47
  613  MGAF01000020.1/6059-5899           161        1      171     no     72.32   0.885       0.01       0.10       0.11      1.89
  614  MLYQ01000058.1/11066-10896         171        1      171     no    127.32   0.931       0.01       0.02       0.02      1.28
  615  LQXD01000158.1/36828-36661         168        1      171     no    134.82   0.958       0.01       0.04       0.05      1.19
  616  DS995354.1/9897-10060              164        1      171     no    108.77   0.928       0.01       0.02       0.03      1.24
  617  CP000448.1/2417838-2417608         231        1      171     no     97.60   0.795       0.01       0.04       0.05      2.41
  618  MENA01000060.1/1388-1193           196        1      171     no     54.78   0.949       0.01       0.11       0.12      5.48
  619  BBIW01000014.1/10276-10468         193        1      171     no     73.93   0.865       0.01       0.02       0.03      2.18
  620  CP003629.1/349730-349888           159        1      171     no    101.20   0.900       0.00       0.01       0.01      1.24
  621  ACVI01000150.1/4033-4360           328        1      171     no    101.61   0.807       0.01       0.14       0.15      8.24
  622  LWBR01000041.1/8210-8383           174        1      171     no    130.66   0.928       0.01       0.02       0.02      1.30
  623  CP009282.1/6923091-6922868         224        1      171     no     59.54   0.803       0.01       0.04       0.06      2.49
  624  LIXZ01000027.1/8155-8333           179        1      171     no    125.20   0.926       0.01       0.02       0.04      1.40
  625  CM001441.1/375748-375908           161        1      171     no    103.33   0.912       0.00       0.02       0.02      1.28
  626  CP021434.1/993086-992917           170        1      171     no    100.37   0.931       0.01       0.03       0.03      1.53
  627  AYSH01000001.1/29433-29286         148        1      171     no     79.02   0.947       0.00       0.04       0.04      2.44
  628  LQBE01000055.1/11506-11663         158        1      171     no    102.04   0.943       0.01       0.02       0.03      1.30
  629  CP008855.1/2114275-2114439         165        1      171     no    142.10   0.958       0.00       0.03       0.03      1.02
  630  LQYN01000143.1/8955-9126           172        1      171     no    123.24   0.970       0.00       0.01       0.02      1.21
  631  FQXP01000006.1/213417-213570       154        1      171     no    100.93   0.956       0.01       0.02       0.03      1.86
  632  LGGO01000246.1/188-55              134        1      171     no     59.42   0.972       0.00       0.21       0.21      2.68
  633  JXRR01000007.1/14068-14233         166        1      171     no    114.01   0.948       0.01       0.04       0.05      1.22
  634  MELP01000025.1/4572-4407           166        1      171     no     86.09   0.924       0.01       0.03       0.03      1.45
  635  ASQA01000033.1/259568-259395       174        1      171     no    121.51   0.931       0.00       0.03       0.03      1.33
  636  LAKY01000027.1/32825-32615         211        1      171     no    111.65   0.857       0.01       0.03       0.04      1.91
  637  CP013653.1/858456-858636           181        1      171     no     69.60   0.855       0.01       0.05       0.06      2.26
  638  MAQW01000002.1/132396-132186       211        1      171     no     66.42   0.802       0.01       0.08       0.09      2.31
  639  CCDP010000002.1/932514-932344      171        1      171     no    102.59   0.935       0.01       0.02       0.03      1.41
  640  CP008747.1/767271-767482           212        1      171     no    133.39   0.961       0.00       0.01       0.02      1.62
  641  LGGF01000019.1/13794-13953         160        1      171     no     94.22   0.906       0.01       0.01       0.02      1.56
  642  KI391948.1/867843-868023           181        1      171     no     66.28   0.921       0.00       0.04       0.05      3.66
  643  AP012157.1/305580-305752           173        1      171     no    121.10   0.906       0.01       0.03       0.04      1.37
  644  CP000885.1/4190895-4191058         164        1      171     no     66.83   0.910       0.01       0.05       0.06      2.92
  645  FR884996.1/8585-8760               176        1      171     no     89.54   0.877       0.01       0.05       0.06      2.26
  646  CP002213.2/4981508-4981281         228        1      171     no     66.35   0.805       0.03       0.10       0.13      3.74
  647  LSFY01000001.1/106467-106620       154        1      171     no    109.82   0.955       0.00       0.04       0.05      1.24
  648  LGFA01000061.1/5143-5408           266        1      171     no     97.55   0.899       0.01       0.22       0.23      2.55
  649  CP001275.1/734156-733997           160        1      171     no    104.09   0.962       0.03       0.02       0.06      1.37
  650  CP000724.1/4410898-4410734         165        1      171     no    109.51   0.931       0.01       0.04       0.05      1.51
  651  LWMN01000014.1/95382-95234         149        1      171     no     89.00   0.940       0.01       0.03       0.05      1.69
  652  LZYV01000067.1/73284-73125         160        1      171     no    118.74   0.960       0.01       0.02       0.03      1.28
  653  KE993464.1/144155-144310           156        1      171     no    111.50   0.953       0.00       0.02       0.02      1.45
  654  LBTH01000056.1/2746-2553           194        1      171     no     61.65   0.893       0.01       0.11       0.12      5.32
  655  CP009416.1/209922-210086           165        1      171     no    118.62   0.941       0.01       0.02       0.02      1.22
  656  MHDG01000039.1/4477-4249           229        1      171     no     48.67   0.877       0.00       0.23       0.23     17.84
  657  MGBR01000001.1/293274-293086       189        1      171     no     68.54   0.950       0.01       0.41       0.41      9.31
  658  LWSG01000014.1/68303-68138         166        1      171     no    132.26   0.967       0.00       0.01       0.01      1.05
  659  CP006763.1/2029539-2029373         167        1      171     no    110.46   0.933       0.00       0.01       0.02      1.45
  660  FMJL01000064.1/16374-16219         156        1      171     no    114.38   0.965       0.00       0.01       0.01      1.32
  661  FQXD01000019.1/15812-15641         172        1      171     no    103.35   0.912       0.00       0.01       0.01      1.35
  662  CP002547.1/487564-487712           149        1      171     no    103.97   0.967       0.00       0.01       0.01      1.30
  663  MFLA01000045.1/56266-56498         233        1      171     no     50.62   0.931       0.00       0.18       0.18     17.91
  664  LITN01000008.1/7251-7417           167        1      171     no    125.96   0.936       0.00       0.01       0.01      1.20
  665  MEZJ01000052.1/5340-5095           246        1      171     no     52.08   0.843       0.00       0.19       0.19     16.23
  666  FR890363.1/48761-48906             146        1      171     no     87.19   0.964       0.00       0.02       0.02      2.15
  667  HF989909.1/5578-5726               149        1      171     no     90.33   0.975       0.00       0.02       0.02      2.59
  668  LKHP01000004.1/113509-113318       192        1      171     no    101.71   0.862       0.00       0.02       0.02      1.72
  669  LGTO01000002.1/53193-53364         172        1      171     no    105.70   0.928       0.00       0.01       0.01      1.39
  670  FR898833.1/37335-37188             148        1      171     no     88.50   0.915       0.00       0.01       0.01      1.56
  671  GL635763.1/83034-82870             165        1      171     no    140.36   0.956       0.00       0.01       0.01      1.06
  672  LZFO01000007.1/8922-8763           160        1      171     no    112.00   0.933       0.00       0.01       0.01      1.32
  673  FR890945.1/6509-6687               179        1      171     no     55.95   0.877       0.00       0.07       0.07      6.76
  674  CP010976.1/4244185-4243965         221        1      171     no     69.75   0.805       0.00       0.02       0.02      2.60
  675  JH932292.1/1788768-1788919         152        1      171     no     96.85   0.957       0.00       0.01       0.02      1.66
  676  JRMZ01000040.1/40189-40321         133        1      171     no     57.01   0.800       0.00       0.03       0.03      2.94
  677  LAYY01000035.1/16790-16627         164        1      171     no    130.37   0.945       0.00       0.01       0.01      1.15
  678  AOCG01000002.1/123032-122838       195        1      171     no    145.98   0.958       0.00       0.01       0.01      1.42
  679  MRAE01000005.1/55771-55928         158        1      171     no     62.23   0.851       0.00       0.02       0.02      2.00
  680  FR887202.1/2098-1929               170        1      171     no     71.46   0.915       0.00       0.02       0.02      2.12
  681  CCXR01000001.1/70782-70952         171        1      171     no    124.13   0.922       0.00       0.01       0.01      1.29
  682  CYYL01000003.1/67837-67672         166        1      171     no     69.77   0.871       0.00       0.03       0.03      3.08
  683  JSCE01000047.1/815-971             157        1      171     no     99.59   0.952       0.00       0.01       0.01      1.42
  684  LSGP01000008.1/39767-39919         153        1      171     no     95.94   0.935       0.00       0.01       0.01      1.29
  685  LKEU01000012.1/60545-60697         153        1      171     no     95.69   0.971       0.00       0.01       0.01      1.42
  686  LADT01000001.1/100308-99984        325        1      171     no     95.99   0.827       0.01       0.03       0.03      3.51
  687  NGLL01000001.1/1613397-1613254     144        1      171     no     75.37   0.910       0.04       0.09       0.13      2.53
  688  FR899721.1/7096-6943               154        1      171     no     60.47   0.898       0.00       0.05       0.05      3.75
  689  KI629786.1/126205-126035           171        1      171     no    108.02   0.914       0.00       0.01       0.02      1.49
  690  CP016761.1/159342-159503           162        1      171     no    115.34   0.946       0.00       0.01       0.01      1.21
  691  AFUH01000001.1/1648790-1648658     133        1      171     no     56.56   0.800       0.00       0.04       0.04      2.96
  692  ALNK01000025.1/58979-58770         210        1      171     no     68.53   0.835       0.00       0.05       0.05      4.55
  693  LUFJ01000004.1/22053-22227         175        1      171     no    125.38   0.907       0.00       0.01       0.01      1.30
  694  CM002129.1/1332753-1332899         147        1      171     no     79.31   0.937       0.00       0.02       0.02      1.99
  695  LSKU01000002.1/12454-12613         160        1      171     no    112.09   0.939       0.00       0.01       0.01      1.30
  696  CP019609.1/479874-479722           153        1      171     no     80.90   0.957       0.00       0.01       0.02      1.78
  697  FR889175.1/60329-60517             189        1      171     no     78.94   0.866       0.00       0.03       0.03      2.97
  698  LQWY01000048.1/8115-7946           170        1      171     no    110.62   0.964       0.00       0.01       0.01      1.27
  699  MLQR01000014.1/56408-56238         171        1      171     no    121.00   0.941       0.00       0.01       0.01      1.26
  700  JNEZ01000003.1/61127-61288         162        1      171     no    132.14   0.978       0.00       0.01       0.01      1.08
  701  CP015399.2/255355-255545           191        1      171     no     53.85   0.842       0.00       0.04       0.04      3.89
  702  CP003326.1/2319036-2318892         145        1      171     no    101.56   0.943       0.00       0.01       0.02      1.81
  703  FR881465.1/36642-36493             150        1      171     no     78.57   0.940       0.00       0.02       0.02      2.04
  704  BAVZ01000022.1/10053-10242         190        1      171     no     76.89   0.911       0.00       0.02       0.02      1.93
  705  MGNS01000005.1/5247-5461           215        1      171     no     39.80   0.946       0.00       0.33       0.33     24.33
  706  FUWX01000028.1/3001-2850           152        1      171     no     93.12   0.872       0.00       0.01       0.01      1.55
  707  LYPA01000032.1/160806-160613       194        1      171     no     73.53   0.890       0.00       0.01       0.02      2.04
  708  KV837609.1/8475-8640               166        1      171     no    132.14   0.949       0.00       0.01       0.01      1.04
  709  BA000028.3/258876-259044           169        1      171     no    131.08   0.947       0.00       0.01       0.01      1.21
  710  CP004078.1/4649675-4649455         221        1      171     no     56.24   0.757       0.00       0.03       0.03      3.40
  711  LBPV01000004.1/12370-12497         128        1      171     no     49.57   0.884       0.00       0.03       0.03      3.33
  712  CP006905.1/1541770-1542024         255        1      171     no     98.66   0.778       0.01       0.02       0.03      2.48
  713  FNHF01000006.1/223728-223555       174        1      171     no    115.93   0.924       0.00       0.01       0.02      1.52
  714  MAPZ01000026.1/89818-89665         154        1      171     no    101.42   0.945       0.00       0.01       0.01      1.51
  715  JPME01000037.1/41802-41614         189        1      171     no     61.85   0.850       0.00       0.03       0.03      3.10
  716  MZGX01000025.1/89964-90167         204        1      171     no     50.86   0.886       0.00       0.07       0.08      7.71
  717  JJMM01000018.1/14847-15001         155        1      171     no     87.35   0.929       0.00       0.01       0.01      1.51
  718  FUYD01000021.1/7607-7447           161        1      171     no    122.22   0.943       0.00       0.01       0.01      1.25
  719  LFEL01000008.1/121281-121110       172        1      171     no    121.30   0.944       0.00       0.01       0.01      1.37
  720  CP003382.1/1031243-1031065         179        1      171     no     37.74   0.817       0.00       0.03       0.04      3.88
  721  CP002536.1/1896404-1896279         126        1      171     no     47.64   0.931       0.00       0.01       0.02      1.85
  722  KE351679.1/70494-70347             148        1      171     no     80.77   0.911       0.00       0.02       0.02      2.50
  723  AP012044.1/1849986-1850149         164        1      171     no     65.76   0.886       0.00       0.02       0.03      2.77
  724  LGCM01000027.1/160067-159881       187        1      171     no     37.82   0.887       0.00       0.18       0.19     15.61
  725  CP001615.1/2131390-2131541         152        1      171     no    104.84   0.964       0.00       0.01       0.01      1.34
  726  HE717023.1/183055-183221           167        1      171     no    116.45   0.928       0.00       0.01       0.01      1.49
  727  JPVO01000028.1/8309-8481           173        1      171     no    129.36   0.943       0.00       0.01       0.01      1.27
  728  CAUI01000005.1/26590-26761         172        1      171     no    108.16   0.916       0.00       0.01       0.01      1.37
  729  FQYQ01000024.1/16713-16562         152        1      171     no     67.57   0.872       0.00       0.03       0.03      2.68
  730  JNFA01000002.1/29826-29983         158        1      171     no    136.36   0.983       0.00       0.01       0.01      1.02
  731  KE159817.1/340569-340415           155        1      171     no     82.61   0.931       0.00       0.02       0.02      2.50
  732  GG749279.1/252651-252812           162        1      171     no     95.59   0.949       0.00       0.01       0.01      1.51
  733  CP003058.1/1504867-1504718         150        1      171     no     83.29   0.947       0.00       0.01       0.01      1.55
  734  KE993532.1/16780-16943             164        1      171     no     87.95   0.958       0.00       0.01       0.02      1.78
  735  AM412317.1/3653037-3652701         337        1      171     no     77.48   0.791       0.01       0.02       0.03      3.61
  736  AP012337.1/1805290-1805556         267        1      171     no     56.97   0.945       0.01       0.20       0.20     18.76
  737  CP014873.1/2451832-2451684         149        1      171     no     80.54   0.949       0.00       0.01       0.02      1.66
  738  LAZH01000021.1/19931-19761         171        1      171     no    117.78   0.942       0.00       0.01       0.01      1.34
  739  MELO01000105.1/2176-2019           158        1      171     no     90.40   0.952       0.00       0.01       0.01      1.67
  740  KQ758630.1/55624-55453             172        1      171     no    139.43   0.930       0.00       0.01       0.01      1.21
  741  MPHV01000250.1/5413-5195           219        1      171     no    134.23   0.943       0.00       0.01       0.01      1.69
  742  MGNI01000080.1/23042-22826         217        1      171     no     37.08   0.931       0.00       0.19       0.19     18.17
  743  FR879661.1/48651-48798             148        1      171     no     63.70   0.878       0.00       0.03       0.03      3.24
  744  AJLR01000010.1/7153-7312           160        1      171     no    115.63   0.967       0.00       0.01       0.01      1.14
  745  JPVQ01000034.1/29931-29760         172        1      171     no    123.66   0.901       0.00       0.01       0.01      1.40
  746  CP000875.1/4951144-4951417         274        1      171     no     44.14   0.946       0.01       0.23       0.24     22.78
  747  AP014924.1/3185406-3185244         163        1      171     no    110.27   0.944       0.00       0.01       0.01      1.27
  748  LJCR01000841.1/355-576             222        1      171     no     56.25   0.948       0.00       0.10       0.10      9.96
  749  FRAF01000030.1/15987-16143         157        1      171     no     69.24   0.896       0.00       0.01       0.02      1.60
  750  CP009268.1/3103203-3103023         181        1      171     no    111.33   0.891       0.00       0.01       0.02      1.66
  751  FCNA01000038.1/907-1050            144        1      171     no     68.51   0.917       0.00       0.03       0.03      3.23
  752  AFUJ01000023.1/60797-60956         160        1      171     no     88.50   0.926       0.00       0.01       0.01      1.48
  753  JOTN01000018.1/8921-9077           157        1      171     no    126.45   0.967       0.00       0.01       0.01      1.16
  754  FUYH01000003.1/30398-30247         152        1      171     no    106.92   0.970       0.00       0.01       0.02      1.52
  755  FRAG01000071.1/4277-4448           172        1      171     no    113.51   0.943       0.00       0.01       0.01      1.41
  756  JXKH01000002.1/551187-551039       149        1      171     no     84.00   0.952       0.00       0.02       0.02      1.96
  757  CP001251.1/1036421-1036583         163        1      171     no    120.96   0.939       0.00       0.01       0.01      1.18
  758  APBN01000024.1/7943-8111           169        1      171     no    107.41   0.906       0.00       0.01       0.01      1.53
  759  CP013655.1/2076068-2076216         149        1      171     no     85.85   0.960       0.00       0.01       0.01      1.32
  760  LSFN01000006.1/132676-132488       189        1      171     no     73.65   0.828       0.00       0.01       0.02      1.95
  761  MFJW01000017.1/11262-11091         172        1      171     no     61.48   0.935       0.00       0.02       0.02      2.46
  762  JRNT01000005.1/278501-278340       162        1      171     no     78.18   0.893       0.00       0.02       0.02      1.95
  763  AZTB01000077.1/5294-5453           160        1      171     no    121.93   0.953       0.00       0.01       0.01      1.20
  764  CP002105.1/2209141-2208982         160        1      171     no    120.53   0.977       0.00       0.01       0.01      1.19
  765  JRLC01000040.1/15186-15017         170        1      171     no    139.80   0.951       0.00       0.01       0.01      1.19
  766  CP003108.1/349430-349594           165        1      171     no    101.12   0.901       0.00       0.01       0.01      1.26
  767  CP001656.1/6458106-6457901         206        1      171     no     71.18   0.816       0.00       0.02       0.02      2.52
  768  CP000930.2/1533392-1533623         232        1      171     no     89.25   0.758       0.00       0.02       0.02      2.26
  769  CP001638.1/177501-177670           170        1      171     no    144.35   0.940       0.00       0.01       0.01      1.17
  770  LFVU01000028.1/440132-439980       153        1      171     no     82.76   0.917       0.00       0.01       0.02      1.86
  771  MZGV01000022.1/21482-21330         153        1      171     no    102.33   0.928       0.00       0.01       0.01      1.47
  772  MZGT01000001.1/117395-117657       263        1      171     no     94.92   0.818       0.00       0.02       0.02      2.60
  773  JPVN01000015.1/100958-100789       170        1      171     no    130.13   0.915       0.00       0.01       0.01      1.33
  774  FR881856.1/23020-22854             167        1      171     no     90.67   0.927       0.00       0.02       0.02      2.02
  775  MEVA01000003.1/29557-29361         197        1      171     no     54.51   0.919       0.00       0.08       0.08      7.96
  776  AURB01000132.1/61662-61820         159        1      171     no     73.93   0.915       0.03       0.04       0.07      1.88
  777  AXUN02000220.1/96-248              153        1      171     no    100.38   0.960       0.01       0.01       0.02      1.36
  778  HF993797.1/17692-17531             162        1      171     no     91.08   0.922       0.00       0.02       0.02      1.94
  779  GL538208.1/155245-155390           146        1      171     no     76.36   0.945       0.01       0.02       0.03      1.67
  780  KB822567.1/70545-70387             159        1      171     no     83.53   0.895       0.02       0.02       0.04      1.69
  781  CP001793.1/6389039-6388838         202        1      171     no     72.82   0.802       0.01       0.02       0.03      1.90
  782  AVPF01000011.1/69529-69363         167        1      171     no    128.02   0.941       0.00       0.01       0.02      1.27
  783  CAOS01000007.1/100495-100649       155        1      171     no     92.30   0.942       0.00       0.02       0.02      1.72
  784  FR878494.1/2081-1925               157        1      171     no     91.24   0.913       0.01       0.02       0.03      1.71
  785  HF996760.1/14820-14974             155        1      171     no     56.84   0.830       0.01       0.03       0.04      2.76
  786  BAWO01000029.1/23715-23885         171        1      171     no    142.03   0.926       0.01       0.01       0.02      1.18
  787  FQUG01000009.1/29574-29742         169        1      171     no     69.43   0.952       0.00       0.04       0.04      2.99
  788  LHOX01000017.1/101596-101739       144        1      171     no     73.55   0.937       0.01       0.04       0.04      3.17
  789  AZQP01000060.1/4424-4277           148        1      171     no     98.55   0.956       0.00       0.01       0.01      1.36
  790  FXBB01000034.1/2525-2368           158        1      171     no    101.03   0.954       0.00       0.01       0.02      1.45
  791  AMPQ01000015.1/8680-8854           175        1      171     no    104.34   0.946       0.01       0.01       0.02      1.50
  792  CP022657.1/508919-509087           169        1      171     no     96.55   0.941       0.01       0.01       0.02      1.46
  793  KQ758624.1/9142-9308               167        1      171     no    121.84   0.958       0.00       0.01       0.02      1.21
  794  LGFL01000045.1/9604-9765           162        1      171     no    117.03   0.935       0.01       0.04       0.04      1.29
  795  MJEH01000024.1/36728-36561         168        1      171     no    130.79   0.971       0.03       0.02       0.06      1.16
  796  FP929038.1/1461779-1461629         151        1      171     no     70.80   0.914       0.02       0.05       0.07      2.98
  797  FUZT01000001.1/63578-63748         171        1      171     no    109.84   0.955       0.01       0.02       0.03      1.43
  798  MNTA01000183.1/9379-9224           156        1      171     no     80.44   0.928       0.01       0.02       0.03      1.68
  799  CP013652.1/4644237-4644504         268        1      171     no     84.32   0.855       0.01       0.07       0.08      2.76
  800  LMSD01000017.1/51545-51352         194        1      171     no     82.77   0.854       0.01       0.02       0.03      1.96
  801  HF990061.1/1296-1457               162        1      171     no     79.95   0.944       0.00       0.04       0.05      2.26
  802  GL830907.1/18722-18572             151        1      171     no     78.68   0.967       0.01       0.03       0.03      1.99
  803  CP002160.1/2850218-2849858         361        1      171     no     84.97   0.877       0.01       0.04       0.05      3.91
  804  CP014167.1/3581852-3581622         231        1      171     no     76.03   0.779       0.00       0.04       0.04      3.05
  805  JWHR01000161.1/73447-73266         182        1      171     no    122.53   0.926       0.01       0.01       0.02      1.44
  806  MJIG01000001.1/304892-304725       168        1      171     no     95.88   0.928       0.00       0.02       0.02      1.72
  807  MJIH01000001.1/525033-525175       143        1      171     no     74.59   0.949       0.00       0.04       0.04      1.91
  808  CP002987.1/2790162-2790011         152        1      171     no     93.82   0.968       0.00       0.03       0.03      1.87
  809  CP012502.1/3174566-3174402         165        1      171     no    113.83   0.960       0.01       0.01       0.02      1.30
  810  CP001348.1/1474087-1474267         181        1      171     no     84.24   0.954       0.00       0.07       0.08      3.59
  811  AODI01000027.1/29421-29572         152        1      171     no     91.54   0.947       0.00       0.02       0.02      1.54
  812  LAZU01000031.1/167988-167733       256        1      171     no     68.60   0.840       0.01       0.03       0.03      2.62
  813  HF991416.1/16648-16488             161        1      171     no     71.19   0.877       0.00       0.02       0.03      2.60
  814  KQ970898.1/42082-42228             147        1      171     no     90.58   0.946       0.00       0.02       0.03      2.27
  815  FR894609.1/121442-121295           148        1      171     no     87.32   0.952       0.00       0.02       0.02      1.88
  816  CTEI01000003.1/207999-207825       175        1      171     no     97.89   0.898       0.00       0.02       0.02      1.57
  817  ANBM01000009.1/16424-16579         156        1      171     no     95.09   0.976       0.00       0.02       0.02      1.41
  818  LNAM01000175.1/27103-27264         162        1      171     no     65.68   0.907       0.00       0.03       0.04      3.10
  819  LGUE01000003.1/7804-7964           161        1      171     no    114.04   0.958       0.00       0.01       0.02      1.31
  820  AYSO01000020.1/276275-276467       193        1      171     no    114.48   0.885       0.00       0.01       0.02      1.80
  821  HF985249.1/30491-30301             191        1      171     no     48.62   0.907       0.00       0.10       0.10      8.11
  822  ANPF01000030.1/7459-7628           170        1      171     no    112.40   0.949       0.00       0.01       0.02      1.34
  823  AP013036.1/1688939-1689086         148        1      171     no     84.07   0.881       0.00       0.02       0.02      2.07
  824  LNPF01000014.1/10071-10285         215        1      171     no    134.23   0.879       0.00       0.01       0.01      1.73
  825  HF994458.1/60344-60499             156        1      171     no     93.28   0.936       0.00       0.02       0.02      2.29
  826  CP003261.1/1407257-1407472         216        1      171     no    101.68   0.870       0.00       0.02       0.02      2.33
  827  LGRV01000005.1/17312-17485         174        1      171     no    125.94   0.907       0.00       0.01       0.01      1.35
  828  MGAT01000020.1/4961-5091           131        1      171     no     55.90   0.950       0.00       0.02       0.02      2.55
