#                                                                                                             running time (s)                 
#                                                                                                      -------------------------------          
# idx  seq name                                     length  cm from    cm to  trunc    bit sc  avg pp  band calc  alignment      total  mem (Mb)
# ---  -------------------------------------------  ------  -------  -------  -----  --------  ------  ---------  ---------  ---------  --------
  504  DLM017_scaffold43823_2/193-257                   65        1       69     no     77.31   0.990       0.00       0.00       0.00      0.23
  505  scaffold51261_1_MH0040/72-8                      65        1       69     no     72.70   0.994       0.00       0.00       0.00      0.23
  506  scaffold62191_2_MH0031/580-516                   65        1       69     no     72.70   0.994       0.00       0.00       0.00      0.23
  507  scaffold56403_1_V1.UC-9/72-8                     65        1       69     no     76.06   0.994       0.00       0.00       0.00      0.23
  508  4491409.3_NODE_9787/19967-20031                  65        1       69     no     76.06   0.994       0.00       0.00       0.00      0.23
  509  scaffold90201_1_V1.UC-10/9817-9753               65        1       69     no     76.06   0.994       0.00       0.00       0.00      0.23
  510  4491412.3_NODE_4292/9274-9210                    65        1       69     no     74.84   0.976       0.00       0.00       0.00      0.23
  511  C1639659_1_MH0013/136-72                         65        1       69     no     76.06   0.976       0.00       0.00       0.00      0.23
  512  SRS063040_C3357711/5730-5666                     65        1       69     no     75.88   0.976       0.00       0.00       0.00      0.23
  513  4491487.3_NODE_18077/170-106                     65        1       69     no     75.88   0.976       0.00       0.00       0.00      0.23
  514  scaffold7658_4_MH0035/590-526                    65        1       69     no     75.88   0.976       0.00       0.00       0.00      0.23
  515  scaffold6061_1_MH0060/875-811                    65        1       69     no     75.88   0.976       0.00       0.00       0.00      0.23
  516  4491405.3_NODE_5892/1722-1658                    65        1       69     no     75.88   0.976       0.00       0.00       0.00      0.23
  517  scaffold17355_1_MH0050/417-481                   65        1       69     no     75.88   0.976       0.00       0.00       0.00      0.23
  518  4491482.3_NODE_4865/8086-8022                    65        1       69     no     75.79   0.991       0.00       0.00       0.00      0.22
  519  scaffold2229_2_MH0071/5418-5482                  65        1       69     no     75.79   0.991       0.00       0.00       0.00      0.22
  520  scaffold82103_1_V1.UC-6/181-245                  65        1       69     no     69.89   0.975       0.00       0.00       0.00      0.24
  521  SRS048164_WUGC_scaffold_40349/180-244            65        1       69     no     75.55   0.976       0.00       0.00       0.00      0.23
  522  SRS014923_WUGC_scaffold_45614/351-287            65        1       69     no     77.10   0.976       0.00       0.00       0.00      0.23
  523  SRS042628_WUGC_scaffold_24246/11799-11863        65        1       69     no     77.10   0.976       0.00       0.00       0.00      0.23
  524  scaffold10216_6_O2.UC-14/152-216                 65        1       69     no     77.10   0.976       0.00       0.00       0.00      0.23
  525  scaffold15338_2_V1.CD-3/420-356                  65        1       69     no     79.42   0.993       0.00       0.00       0.00      0.23
  526  SRS022137_WUGC_scaffold_54733/5998-5934          65        1       69     no     79.91   0.994       0.00       0.00       0.00      0.23
  527  scaffold5551_4_MH0027/628-564                    65        1       69     no     79.91   0.994       0.00       0.00       0.00      0.23
  528  BAAV01005253.1/703-639                           65        1       69     no     73.99   0.974       0.00       0.00       0.00      0.24
  529  scaffold40621_2_MH0051/466-402                   65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  530  scaffold83585_1_O2.UC-20/138-74                  65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  531  scaffold6849_1_V1.CD-4/709-645                   65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  532  scaffold279_1_V1.UC-13/128-64                    65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  533  SRS011586_WUGC_scaffold_9735/145-209             65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  534  SRS014979_WUGC_scaffold_4906/966-902             65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  535  SRS019161_WUGC_scaffold_21086/557-493            65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  536  NLM004_scaffold37133_1/1073-1009                 65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  537  scaffold39050_2_MH0009/115-51                    65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  538  scaffold12259_2_MH0026/8327-8263                 65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  539  scaffold9081_4_O2.UC-19/487-423                  65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  540  scaffold7614_1_V1.CD-13/1039-975                 65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  541  scaffold725_1_V1.CD-8/649-585                    65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  542  scaffold18490_7_V1.UC-21/434-498                 65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  543  SRS014235_C3326991/456-392                       65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  544  SRS016095_C2377839/108-44                        65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  545  SRS065504_LANL_scaffold_53908/5711-5775          65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  546  scaffold61968_1_MH0015/5570-5506                 65        1       69     no     77.72   0.974       0.00       0.00       0.00      0.23
  547  SRS012273_Baylor_scaffold_13690/11354-11290      65        1       69     no     77.03   0.976       0.00       0.00       0.00      0.23
  548  SRS024265_LANL_scaffold_26434/1665-1729          65        1       69     no     77.03   0.976       0.00       0.00       0.00      0.23
  549  SRS011302_C3321159/98-34                         65        1       69     no     77.03   0.976       0.00       0.00       0.00      0.23
  550  scaffold5380_3_V1.CD-14/110-174                  65        1       69     no     79.92   0.976       0.00       0.00       0.00      0.23
  551  SRS015782_WUGC_scaffold_41085/2782-2718          65        1       69     no     79.92   0.976       0.00       0.00       0.00      0.23
  552  NLM015_scaffold6250_1/293-357                    65        1       69     no     79.92   0.976       0.00       0.00       0.00      0.23
  553  scaffold85450_2_MH0038/390-454                   65        1       69     no     79.92   0.976       0.00       0.00       0.00      0.23
  554  scaffold18159_2_MH0064/2851-2787                 65        1       69     no     79.92   0.976       0.00       0.00       0.00      0.23
  555  scaffold12054_1_V1.UC-14/2729-2665               65        1       69     no     79.92   0.976       0.00       0.00       0.00      0.23
  556  SRS053335_LANL_scaffold_23543/1523-1459          65        1       69     no     79.92   0.976       0.00       0.00       0.00      0.23
  557  scaffold10203_1_MH0052/673-737                   65        1       69     no     79.92   0.976       0.00       0.00       0.00      0.23
  558  NOM019_scaffold52949_1/563-627                   65        1       69     no     77.03   0.994       0.00       0.00       0.00      0.23
  559  RUMENNODE_3864222_1/30429-30365                  65        1       69     no     66.02   0.996       0.00       0.00       0.00      0.25
  560  08_19_CONTROL_DNA_scaffold54303_5/2049-2113      65        1       69     no     77.27   0.998       0.00       0.00       0.00      0.23
  561  2204639430/400-336                               65        1       69     no     78.66   0.999       0.00       0.00       0.00      0.22
  562  SRS015065_WUGC_scaffold_36847/525-454            72        1       69     no     73.33   0.959       0.00       0.00       0.00      0.25
  563  DLF006_scaffold4565_8/4630-4701                  72        1       69     no     68.41   0.959       0.00       0.00       0.00      0.26
  564  NLM015_scaffold6321_4/311-382                    72        1       69     no     63.20   0.959       0.00       0.00       0.00      0.26
  565  DOF014_scaffold36311_12/110-39                   72        1       69     no     63.20   0.959       0.00       0.00       0.00      0.26
  566  DOM013_scaffold4693_2/1599-1670                  72        1       69     no     63.20   0.959       0.00       0.00       0.00      0.26
  567  NOF012_scaffold53836_1/914-843                   72        1       69     no     63.20   0.959       0.00       0.00       0.00      0.26
  568  scaffold22294_1_MH0006/851-922                   72        1       69     no     63.20   0.959       0.00       0.00       0.00      0.26
  569  NOM019_scaffold42739_2/984-913                   72        1       69     no     63.01   0.959       0.00       0.00       0.00      0.26
  570  DOM019_scaffold1297_6/110-39                     72        1       69     no     63.01   0.959       0.00       0.00       0.00      0.26
  571  SRS019582_WUGC_scaffold_23897/137-66             72        1       69     no     68.12   0.959       0.00       0.00       0.00      0.25
  572  SRS078176_LANL_scaffold_4531/2715-2786           72        1       69     no     68.12   0.959       0.00       0.00       0.00      0.25
  573  4491482.3_NODE_62541/3778-3707                   72        1       69     no     68.12   0.959       0.00       0.00       0.00      0.25
  574  DLM002_scaffold8510_2/334-263                    72        1       69     no     68.12   0.959       0.00       0.00       0.00      0.25
  575  NOF001_scaffold35260_1/621-550                   72        1       69     no     68.12   0.959       0.00       0.00       0.00      0.25
  576  SRS011239_C2660562/1495-1566                     72        1       69     no     68.12   0.959       0.00       0.00       0.00      0.25
  577  SRS013521_LANL_scaffold_10431/2723-2794          72        1       69     no     68.12   0.959       0.00       0.00       0.00      0.25
  578  SRS049995_LANL_scaffold_35584/518-447            72        1       69     no     68.12   0.959       0.00       0.00       0.00      0.25
  579  4491413.3_NODE_35045/1240-1311                   72        1       69     no     68.12   0.959       0.00       0.00       0.00      0.25
  580  4491487.3_NODE_70949/3208-3279                   72        1       69     no     68.12   0.959       0.00       0.00       0.00      0.25
  581  DOM024_scaffold34037_11/414-343                  72        1       69     no     68.12   0.959       0.00       0.00       0.00      0.25
  582  SRS012273_Baylor_scaffold_15679/166-95           72        1       69     no     68.12   0.959       0.00       0.00       0.00      0.25
  583  JGI20154J14316_10100169/800-743                  58        1       69     no     47.09   0.965       0.00       0.00       0.00      0.28
  584  2236876008_578013/100-189                        90        1       69     no     64.36   0.916       0.00       0.00       0.00      0.43
  585  DelMOWin2010_c10212684/124-190                   67        1       69     no     60.98   0.993       0.00       0.00       0.00      0.34
  586  DelMOWin2010_c10036418/2109-2175                 67        1       69     no     66.26   0.994       0.00       0.00       0.00      0.32
  587  JGI20154J14316_10023101/2294-2358                65        1       69     no     64.68   0.996       0.00       0.00       0.00      0.31
  588  DelMOSum2011_c10010432/180-109                   72        1       69     no     72.36   0.970       0.00       0.00       0.00      0.27
  589  JCVI_SCAF_1096627282973/937-1000                 64        1       69     no     64.02   0.993       0.00       0.00       0.00      0.25
  590  JCVI_SCAF_1096627815436/1686-1616                71        1       69     no     68.45   0.977       0.00       0.00       0.00      0.27
  591  DelMOWin2010_c10039410/751-821                   71        1       69     no     59.73   0.977       0.00       0.00       0.00      0.30
  592  JCVI_SCAF_1101667068628/934-864                  71        1       69     no     59.73   0.977       0.00       0.00       0.00      0.30
  593  DelMOSum2011_c10443381/148-218                   71        1       69     no     59.73   0.977       0.00       0.00       0.00      0.30
  594  JCVI_SCAF_1096627815436/1265-1197                69        1       69     no     65.60   0.995       0.00       0.00       0.00      0.28
  595  DelMOSum2011_c10450409/281-215                   67        1       69     no     68.08   0.994       0.00       0.00       0.00      0.26
  596  JCVI_SCAF_1096626904978/2553-2619                67        1       69     no     70.73   0.994       0.00       0.00       0.00      0.26
  597  DelMOWin2010_c10039410/327-393                   67        1       69     no     70.73   0.994       0.00       0.00       0.00      0.26
  598  NC_010382.1/2010936-2011013                      78        1       69     no     69.76   0.931       0.00       0.00       0.00      0.36
  599  JGI24024J18818_10000001/150255-150322            68        1       69     no     64.05   0.989       0.00       0.00       0.00      0.26
  600  20090826-Illumina_contig51408/210-144            67        1       69     no     58.24   0.944       0.00       0.00       0.00      0.28
  601  20090826-454-08595/105-39                        67        1       69     no     58.24   0.944       0.00       0.00       0.00      0.28
  602  JCVI_SCAF_1096627324570/1503-1438                66        1       69     no     63.81   0.962       0.00       0.00       0.00      0.26
  603  JCVI_SCAF_1101667014564/736-672                  65        1       69     no     62.13   0.995       0.00       0.00       0.00      0.28
  604  ASHM485B_GOZG4CW03GBJXE/145-209                  65        1       69     no     62.13   0.995       0.00       0.00       0.00      0.28
  605  JCVI_READ_1102140351530/814-878                  65        1       69     no     61.55   0.965       0.00       0.00       0.00      0.30
  606  JCVI_READ_1106514912306/591-655                  65        1       69     no     70.27   0.998       0.00       0.00       0.00      0.28
  607  20090826-Illumina_contig110578/319-389           71        1       69     no     62.82   0.976       0.00       0.00       0.00      0.32
  608  20090826-Illumina_contig50514/538-602            65        1       69     no     61.97   0.992       0.00       0.00       0.00      0.29
  609  20090826-Illumina_contig84089/347-280            68        1       69     no     56.58   0.944       0.00       0.00       0.00      0.31
  610  2236876008_384950/369-456                        88        1       69     no     51.02   0.886       0.00       0.00       0.00      0.45
  611  NZ_CM001165.1/939500-939435                      66        1       69     no     65.35   0.965       0.00       0.00       0.00      0.28
  612  HCF12C_247321/516-449                            68        1       69     no     64.89   0.960       0.00       0.00       0.00      0.27
  613  SRS012273_Baylor_scaffold_38867/2331-2257        75        1       69     no     67.05   0.954       0.00       0.00       0.00      0.36
  614  SRS014923_C3140982/150-81                        70        1       69     no     63.87   0.998       0.00       0.00       0.00      0.25
  615  scaffold92249_2_MH0062/127-198                   72        1       69     no     61.21   0.977       0.00       0.00       0.00      0.31
  616  NLM028_scaffold42002_14/8511-8440                72        1       69     no     66.66   0.975       0.00       0.00       0.00      0.32
  617  DOM026_scaffold19832_2/331-402                   72        1       69     no     62.13   0.970       0.00       0.00       0.00      0.31
  618  NOM029_scaffold10509_1/46-115                    70        1       69     no     69.66   0.999       0.00       0.00       0.00      0.24
  619  DOM026_scaffold18491_2/4626-4695                 70        1       69     no     69.66   0.999       0.00       0.00       0.00      0.24
  620  scaffold110923_2_MH0086/1062-992                 71        1       69     no     63.61   0.978       0.00       0.00       0.00      0.29
  621  DLF013_scaffold16307_4/6540-6470                 71        1       69     no     63.72   0.974       0.00       0.00       0.00      0.29
  622  NZ_KE993320.1/54751-54681                        71        1       69     no     67.14   0.974       0.00       0.00       0.00      0.25
  623  SRS017521_C2806218/2403-2333                     71        1       69     no     67.14   0.974       0.00       0.00       0.00      0.25
  624  DOF004_scaffold53612_1/786-856                   71        1       69     no     68.18   0.974       0.00       0.00       0.00      0.25
  625  SRS064276_C2396727/186-116                       71        1       69     no     67.61   0.965       0.00       0.00       0.00      0.32
  626  DOF008_scaffold15280_1/1367-1437                 71        1       69     no     63.92   0.974       0.00       0.00       0.00      0.33
  627  NC_021014.1/1669026-1668956                      71        1       69     no     63.35   0.974       0.00       0.00       0.00      0.33
  628  scaffold3936_4_O2.UC-11/656-727                  72        1       69     no     62.08   0.984       0.00       0.00       0.00      0.33
  629  SRS017521_C2696367/83-12                         72        1       69     no     62.08   0.984       0.00       0.00       0.00      0.33
  630  UnmappedStool_Broad_scaffold_8170/376-447        72        1       69     no     66.98   0.984       0.00       0.00       0.00      0.32
  631  UnmappedStool_Broad_scaffold_878672/936-865      72        1       69     no     56.75   0.971       0.00       0.00       0.00      0.34
  632  SRS058770_C1639897/90-19                         72        1       69     no     56.75   0.971       0.00       0.00       0.00      0.34
  633  4491413.3_NODE_29430/1372-1443                   72        1       69     no     56.75   0.971       0.00       0.00       0.00      0.34
  634  C4844473_1_MH0086/335-406                        72        1       69     no     56.75   0.971       0.00       0.00       0.00      0.34
  635  SRS050752_LANL_scaffold_25349/337-408            72        1       69     no     56.75   0.971       0.00       0.00       0.00      0.34
  636  scaffold23454_3_MH0071/1210-1140                 71        1       69     no     73.45   0.967       0.00       0.00       0.00      0.27
  637  SRS017307_C2526308/11291-11221                   71        1       69     no     72.52   0.967       0.00       0.00       0.00      0.27
  638  SRS052697_C3260021/417-487                       71        1       69     no     72.52   0.967       0.00       0.00       0.00      0.27
  639  IMNBL1_c0283229/240-307                          68        1       69     no     69.79   0.995       0.00       0.00       0.00      0.26
  640  DelMOWin2010_c10646924/42-116                    75        1       69     no     67.32   0.950       0.00       0.00       0.00      0.31
  641  JGI20158J14315_10065826/995-922                  74        1       69     no     63.11   0.954       0.00       0.00       0.00      0.31
  642  JGI20158J14315_10061369/1247-1320                74        1       69     no     59.50   0.954       0.00       0.00       0.00      0.32
  643  DelMOWin2010_c10055187/822-895                   74        1       69     no     57.87   0.951       0.00       0.00       0.00      0.33
  644  SRS056259_LANL_scaffold_48800/50490-50421        70        1       69     no     68.50   0.967       0.00       0.00       0.00      0.31
  645  scaffold70311_2_MH0039/13787-13856               70        1       69     no     69.15   0.965       0.00       0.00       0.00      0.31
  646  NLF012_scaffold10340_7/4540-4608                 69        1       69     no     57.12   0.963       0.00       0.00       0.00      0.33
  647  scaffold119766_1_V1.CD-8/125-56                  70        1       69     no     58.78   0.983       0.00       0.00       0.00      0.33
  648  SRS022609_C3228606/469-538                       70        1       69     no     58.78   0.983       0.00       0.00       0.00      0.33
  649  SRS011134_C5140593/484-415                       70        1       69     no     58.78   0.983       0.00       0.00       0.00      0.33
  650  scaffold58396_1_MH0051/423-492                   70        1       69     no     59.47   0.978       0.00       0.00       0.00      0.33
  651  scaffold37823_8_MH0076/927-856                   72        1       69     no     67.00   0.960       0.00       0.00       0.00      0.33
  652  2036040047/117-177                               61        1       69     no     62.37   0.973       0.00       0.00       0.00      0.28
  653  4443754.3.28245/70-139                           70        1       69     no     60.84   0.963       0.00       0.00       0.00      0.33
  654  GYO3UBL02JAZR8/242-298                           57        1       69     no     48.27   0.956       0.00       0.00       0.00      0.27
  655  2200493959/734-808                               75        1       69     no     65.39   0.947       0.00       0.00       0.00      0.36
  656  NZ_GL905390.1/3135931-3135862                    70        1       69     no     71.70   0.992       0.00       0.00       0.00      0.27
  657  NC_017542.1/3246821-3246752                      70        1       69     no     69.58   0.981       0.00       0.00       0.00      0.27
  658  NZ_AIPP01000138.1/132071-132002                  70        1       69     no     73.57   0.995       0.00       0.00       0.00      0.27
  659  NZ_AMQU01000016.1/343926-343995                  70        1       69     no     73.57   0.995       0.00       0.00       0.00      0.27
  660  NC_014483.1/3364237-3364168                      70        1       69     no     62.24   0.997       0.00       0.00       0.00      0.35
  661  NZ_ANHX01000011.1/191820-191889                  70        1       69     no     65.83   0.997       0.00       0.00       0.00      0.30
  662  LWAnN_GIDYKCY01AOLIZ/260-327                     68        1       69     no     65.09   0.962       0.00       0.00       0.00      0.28
  663  4491686.3.17357/31199-31265                      67        1       69     no     48.27   0.881       0.00       0.00       0.00      0.29
  664  4491686.3.638433/273-339                         67        1       69     no     48.27   0.881       0.00       0.00       0.00      0.29
  665  4443754.3.48575/137-202                          66        1       69     no     52.59   0.927       0.00       0.00       0.00      0.27
  666  4491734.3.1864898/11-74                          64        1       69     no     50.06   0.907       0.00       0.00       0.00      0.36
  667  2236876011_255671/375-441                        67        1       69     no     45.46   0.930       0.00       0.00       0.00      0.35
  668  2222084014.1615_1/224-152                        73        1       69     no     57.10   0.970       0.00       0.00       0.00      0.34
  669  ASHM260b_GI4DNEO02HQRT3/110-178                  69        1       69     no     59.89   0.939       0.00       0.00       0.00      0.27
  670  HCF12C_238140/399-462                            64        1       69     no     60.23   0.984       0.00       0.00       0.00      0.28
  671  HCF12C_260097/93-156                             64        1       69     no     58.73   0.984       0.00       0.00       0.00      0.28
  672  SRS011061_C4638694/204-134                       71        1       69     no     42.83   0.964       0.00       0.00       0.00      0.44
  673  SRS011134_C5126499/836-906                       71        1       69     no     48.50   0.976       0.00       0.00       0.00      0.36
  674  ABOA01003892.1/79-11                             69        1       69     no     30.10   0.853       0.00       0.00       0.00      0.72
  675  GSLNARP_GFPJP1N02HP7RG/426-491                   66        1       69     no     40.22   0.883       0.00       0.00       0.00      0.44
  676  GSLNARP_GFPJP1N02HP7RG/65-131                    67        1       69     no     46.42   0.910       0.00       0.00       0.00      0.38
