#                                                                           running time (s)                 
#                                                                    -------------------------------          
#  idx  seq name  length  cm from    cm to  trunc    bit sc  avg pp  band calc  alignment      total  mem (Mb)
# ----  --------  ------  -------  -------  -----  --------  ------  ---------  ---------  ---------  --------
   708  seq707        71        1       69     no     67.54   0.975       0.00       0.00       0.00      0.24
   709  seq708        71        1       69     no     62.73   0.970       0.00       0.00       0.00      0.25
   710  seq709        71        1       69     no     74.26   0.975       0.00       0.00       0.00      0.24
   711  seq710        71        1       69     no     72.55   0.980       0.00       0.00       0.00      0.27
   712  seq711        71        1       69     no     79.87   0.982       0.00       0.00       0.00      0.20
   713  seq712        71        1       69     no     73.32   0.975       0.00       0.00       0.00      0.25
   714  seq713        71        1       69     no     75.91   0.979       0.00       0.00       0.00      0.26
   715  seq714        71        1       69     no     69.14   0.978       0.00       0.00       0.00      0.24
   716  seq715        71        1       69     no     72.84   0.984       0.00       0.00       0.00      0.22
   717  seq716        71        1       69     no     78.86   0.971       0.00       0.00       0.00      0.22
   718  seq717        71        1       69     no     78.92   0.969       0.00       0.00       0.00      0.21
   719  seq718        71        1       69     no     74.54   0.977       0.00       0.00       0.00      0.24
   720  seq719        71        1       69     no     73.12   0.985       0.00       0.00       0.00      0.24
   721  seq720        71        1       69     no     79.52   0.973       0.00       0.00       0.00      0.26
   722  seq721        71        1       69     no     82.42   0.980       0.00       0.00       0.00      0.21
   723  seq722        71        1       69     no     78.80   0.976       0.00       0.00       0.00      0.22
   724  seq723        71        1       69     no     66.56   0.967       0.00       0.00       0.00      0.27
   725  seq724        71        1       69     no     72.03   0.968       0.00       0.00       0.00      0.24
   726  seq725        71        1       69     no     71.08   0.975       0.00       0.00       0.00      0.27
   727  seq726        71        1       69     no     74.00   0.978       0.00       0.00       0.00      0.28
   728  seq727        71        1       69     no     70.62   0.979       0.00       0.00       0.00      0.26
   729  seq728        71        1       69     no     66.67   0.978       0.00       0.00       0.00      0.37
   730  seq729        71        1       69     no     70.98   0.981       0.00       0.00       0.00      0.28
   731  seq730        71        1       69     no     78.54   0.972       0.00       0.00       0.00      0.21
   732  seq731        71        1       69     no     79.94   0.980       0.00       0.00       0.00      0.22
   733  seq732        71        1       69     no     69.22   0.978       0.00       0.00       0.00      0.28
   734  seq733        71        1       69     no     76.13   0.975       0.00       0.00       0.00      0.26
   735  seq734        71        1       69     no     85.36   0.977       0.00       0.00       0.00      0.20
   736  seq735        71        1       69     no     83.67   0.979       0.00       0.00       0.00      0.22
   737  seq736        71        1       69     no     74.02   0.982       0.00       0.00       0.00      0.23
   738  seq737        71        1       69     no     71.60   0.977       0.00       0.00       0.00      0.25
   739  seq738        71        1       69     no     72.93   0.974       0.00       0.00       0.00      0.25
   740  seq739        71        1       69     no     69.01   0.974       0.00       0.00       0.00      0.25
   741  seq740        71        1       69     no     78.46   0.980       0.00       0.00       0.00      0.20
   742  seq741        71        1       69     no     69.95   0.975       0.00       0.00       0.00      0.26
   743  seq742        71        1       69     no     76.12   0.984       0.00       0.00       0.00      0.26
   744  seq743        72        1       69     no     69.59   0.980       0.00       0.00       0.00      0.25
   745  seq744        72        1       69     no     71.84   0.974       0.00       0.00       0.00      0.27
   746  seq745        71        1       69     no     82.20   0.973       0.00       0.00       0.00      0.20
   747  seq746        71        1       69     no     80.21   0.971       0.00       0.00       0.00      0.23
   748  seq747        71        1       69     no     74.09   0.975       0.00       0.00       0.00      0.25
   749  seq748        71        1       69     no     68.77   0.982       0.00       0.00       0.00      0.26
   750  seq749        71        1       69     no     76.47   0.971       0.00       0.00       0.00      0.24
   751  seq750        71        1       69     no     82.70   0.980       0.00       0.00       0.00      0.20
   752  seq751        71        1       69     no     70.27   0.980       0.00       0.00       0.00      0.26
   753  seq752        71        1       69     no     74.28   0.977       0.00       0.00       0.00      0.25
   754  seq753        71        1       69     no     73.93   0.970       0.00       0.00       0.00      0.24
   755  seq754        71        1       69     no     69.75   0.968       0.00       0.00       0.00      0.26
   756  seq755        71        1       69     no     79.41   0.978       0.00       0.00       0.00      0.23
   757  seq756        71        1       69     no     76.74   0.976       0.00       0.00       0.00      0.22
   758  seq757        71        1       69     no     79.37   0.975       0.00       0.00       0.00      0.24
   759  seq758        71        1       69     no     71.34   0.977       0.00       0.00       0.00      0.27
   760  seq759        72        1       69     no     73.24   0.977       0.00       0.00       0.00      0.28
   761  seq760        71        1       69     no     68.14   0.976       0.00       0.00       0.00      0.28
   762  seq761        71        1       69     no     71.11   0.974       0.00       0.00       0.00      0.22
   763  seq762        71        1       69     no     76.08   0.978       0.00       0.00       0.00      0.21
   764  seq763        71        1       69     no     79.14   0.968       0.00       0.00       0.00      0.21
   765  seq764        71        1       69     no     72.88   0.983       0.00       0.00       0.00      0.24
   766  seq765        71        1       69     no     78.24   0.978       0.00       0.00       0.00      0.24
   767  seq766        71        1       69     no     76.93   0.980       0.00       0.00       0.00      0.24
   768  seq767        71        1       69     no     77.09   0.978       0.00       0.00       0.00      0.23
   769  seq768        71        1       69     no     74.54   0.975       0.00       0.00       0.00      0.24
   770  seq769        71        1       69     no     75.27   0.966       0.00       0.00       0.00      0.24
   771  seq770        71        1       69     no     74.24   0.972       0.00       0.00       0.00      0.24
   772  seq771        71        1       69     no     68.22   0.978       0.00       0.00       0.00      0.25
   773  seq772        71        1       69     no     79.19   0.975       0.00       0.00       0.00      0.24
   774  seq773        71        1       69     no     77.74   0.974       0.00       0.00       0.00      0.23
   775  seq774        71        1       69     no     79.26   0.977       0.00       0.00       0.00      0.27
   776  seq775        71        1       69     no     79.13   0.968       0.00       0.00       0.00      0.27
   777  seq776        71        1       69     no     75.27   0.974       0.00       0.00       0.00      0.24
   778  seq777        71        1       69     no     69.19   0.980       0.00       0.00       0.00      0.34
   779  seq778        71        1       69     no     81.72   0.978       0.00       0.00       0.00      0.23
   780  seq779        71        1       69     no     74.00   0.983       0.00       0.00       0.00      0.28
   781  seq780        71        1       69     no     72.15   0.978       0.00       0.00       0.00      0.31
   782  seq781        71        1       69     no     72.83   0.977       0.00       0.00       0.00      0.25
   783  seq782        71        1       69     no     77.41   0.972       0.00       0.00       0.00      0.23
   784  seq783        71        1       69     no     76.14   0.982       0.00       0.00       0.00      0.23
   785  seq784        71        1       69     no     68.79   0.970       0.00       0.00       0.00      0.25
   786  seq785        71        1       69     no     84.16   0.982       0.00       0.00       0.00      0.20
   787  seq786        71        1       69     no     72.81   0.980       0.00       0.00       0.00      0.24
   788  seq787        71        1       69     no     67.79   0.969       0.00       0.00       0.00      0.26
   789  seq788        71        1       69     no     78.83   0.979       0.00       0.00       0.00      0.23
   790  seq789        71        1       69     no     79.22   0.979       0.00       0.00       0.00      0.24
   791  seq790        71        1       69     no     74.49   0.970       0.00       0.00       0.00      0.21
   792  seq791        71        1       69     no     77.65   0.975       0.00       0.00       0.00      0.21
   793  seq792        71        1       69     no     73.79   0.986       0.00       0.00       0.00      0.25
   794  seq793        71        1       69     no     75.73   0.977       0.00       0.00       0.00      0.24
   795  seq794        71        1       69     no     71.51   0.978       0.00       0.00       0.00      0.25
   796  seq795        71        1       69     no     81.87   0.975       0.00       0.00       0.00      0.21
   797  seq796        71        1       69     no     72.12   0.985       0.00       0.00       0.00      0.22
   798  seq797        71        1       69     no     71.90   0.985       0.00       0.00       0.00      0.25
   799  seq798        71        1       69     no     77.05   0.978       0.00       0.00       0.00      0.25
   800  seq799        71        1       69     no     75.94   0.970       0.00       0.00       0.00      0.25
   801  seq800        71        1       69     no     67.83   0.982       0.00       0.00       0.00      0.29
   802  seq801        71        1       69     no     79.61   0.980       0.00       0.00       0.00      0.21
   803  seq802        71        1       69     no     70.96   0.978       0.00       0.00       0.00      0.22
   804  seq803        71        1       69     no     66.61   0.980       0.00       0.00       0.00      0.29
   805  seq804        71        1       69     no     61.25   0.964       0.00       0.00       0.00      0.23
   806  seq805        71        1       69     no     73.32   0.977       0.00       0.00       0.00      0.25
   807  seq806        71        1       69     no     73.68   0.972       0.00       0.00       0.00      0.23
   808  seq807        71        1       69     no     77.59   0.972       0.00       0.00       0.00      0.21
   809  seq808        71        1       69     no     78.07   0.972       0.00       0.00       0.00      0.25
   810  seq809        71        1       69     no     74.16   0.986       0.00       0.00       0.00      0.26
   811  seq810        71        1       69     no     68.06   0.977       0.00       0.00       0.00      0.26
   812  seq811        71        1       69     no     69.39   0.980       0.00       0.00       0.00      0.26
   813  seq812        71        1       69     no     77.73   0.980       0.00       0.00       0.00      0.21
   814  seq813        96        1       69     no      2.64   0.891       0.00       0.01       0.01      2.21
   815  seq814        71        1       69     no     74.51   0.980       0.00       0.00       0.00      0.21
   816  seq815        71        1       69     no     75.27   0.979       0.00       0.00       0.00      0.23
   817  seq816        71        1       69     no     66.62   0.974       0.00       0.00       0.00      0.31
   818  seq817        72        1       69     no     74.20   0.978       0.00       0.00       0.00      0.25
   819  seq818        71        1       69     no     64.40   0.979       0.00       0.00       0.00      0.27
   820  seq819        71        1       69     no     79.71   0.980       0.00       0.00       0.00      0.21
   821  seq820        71        1       69     no     76.79   0.975       0.00       0.00       0.00      0.24
   822  seq821        71        1       69     no     72.52   0.971       0.00       0.00       0.00      0.23
   823  seq822        71        1       69     no     74.80   0.980       0.00       0.00       0.00      0.25
   824  seq823        80        1       69     no     25.66   0.879       0.00       0.00       0.00      0.43
   825  seq824        71        1       69     no     72.64   0.977       0.00       0.00       0.00      0.25
   826  seq825        71        1       69     no     74.87   0.974       0.00       0.00       0.00      0.27
   827  seq826        71        1       69     no     76.56   0.976       0.00       0.00       0.00      0.24
   828  seq827        71        1       69     no     70.92   0.964       0.00       0.00       0.00      0.29
   829  seq828        71        1       69     no     74.16   0.977       0.00       0.00       0.00      0.23
   830  seq829        71        1       69     no     78.71   0.978       0.00       0.00       0.00      0.26
   831  seq830        71        1       69     no     71.69   0.969       0.00       0.00       0.00      0.25
   832  seq831        71        1       69     no     69.25   0.980       0.00       0.00       0.00      0.23
   833  seq832        71        1       69     no     78.85   0.980       0.00       0.00       0.00      0.22
   834  seq833        71        1       69     no     65.74   0.968       0.00       0.00       0.00      0.23
   835  seq834        71        1       69     no     75.76   0.973       0.00       0.00       0.00      0.26
   836  seq835        71        1       69     no     76.62   0.972       0.00       0.00       0.00      0.23
   837  seq836        71        1       69     no     68.21   0.965       0.00       0.00       0.00      0.30
   838  seq837        71        1       69     no     70.06   0.981       0.00       0.00       0.00      0.27
   839  seq838        71        1       69     no     79.34   0.983       0.00       0.00       0.00      0.29
   840  seq839       103        1       69     no     -5.82   0.783       0.00       0.01       0.01      2.43
   841  seq840        71        1       69     no     72.67   0.983       0.00       0.00       0.00      0.31
   842  seq841        71        1       69     no     73.10   0.975       0.00       0.00       0.00      0.29
   843  seq842        71        1       69     no     78.29   0.968       0.00       0.00       0.00      0.22
   844  seq843        77        1       69     no     34.55   0.884       0.00       0.00       0.00      0.38
   845  seq844        71        1       69     no     74.27   0.976       0.00       0.00       0.00      0.26
   846  seq845        71        1       69     no     71.27   0.977       0.00       0.00       0.00      0.28
   847  seq846       113        1       17     no     -9.96   0.903       0.00       0.02       0.02      3.19
   848  seq847        71        1       69     no     66.99   0.965       0.00       0.00       0.00      0.26
   849  seq848        71        1       69     no     59.77   0.967       0.00       0.00       0.00      0.25
   850  seq849        71        1       69     no     68.03   0.981       0.00       0.00       0.00      0.27
   851  seq850        72        1       69     no     67.64   0.954       0.00       0.00       0.00      0.25
   852  seq851        71        1       69     no     74.26   0.978       0.00       0.00       0.00      0.23
   853  seq852        71        1       69     no     67.75   0.977       0.00       0.00       0.00      0.28
   854  seq853        71        1       69     no     79.45   0.978       0.00       0.00       0.00      0.26
   855  seq854        71        1       69     no     67.80   0.974       0.00       0.00       0.00      0.27
   856  seq855        71        1       69     no     63.02   0.979       0.00       0.00       0.00      0.30
   857  seq856        71        1       69     no     79.22   0.980       0.00       0.00       0.00      0.20
   858  seq857        71        1       69     no     68.83   0.979       0.00       0.00       0.00      0.25
   859  seq858        71        1       69     no     71.23   0.978       0.00       0.00       0.00      0.24
   860  seq859        71        1       69     no     78.97   0.966       0.00       0.00       0.00      0.24
   861  seq860        71        1       69     no     73.67   0.974       0.00       0.00       0.00      0.23
   862  seq861        71        1       69     no     71.38   0.980       0.00       0.00       0.00      0.26
   863  seq862        71        1       69     no     73.88   0.982       0.00       0.00       0.00      0.28
   864  seq863        71        1       69     no     76.43   0.981       0.00       0.00       0.00      0.25
   865  seq864        71        1       69     no     73.59   0.973       0.00       0.00       0.00      0.21
   866  seq865        71        1       69     no     72.33   0.978       0.00       0.00       0.00      0.24
   867  seq866        71        1       69     no     75.38   0.971       0.00       0.00       0.00      0.27
   868  seq867        71        1       69     no     67.28   0.977       0.00       0.00       0.00      0.27
   869  seq868        71        1       69     no     71.25   0.986       0.00       0.00       0.00      0.27
   870  seq869        71        1       69     no     84.54   0.980       0.00       0.00       0.00      0.21
   871  seq870        71        1       69     no     76.78   0.984       0.00       0.00       0.00      0.21
   872  seq871        71        1       69     no     76.59   0.975       0.00       0.00       0.00      0.23
   873  seq872        71        1       69     no     72.49   0.977       0.00       0.00       0.00      0.25
   874  seq873        71        1       69     no     72.33   0.972       0.00       0.00       0.00      0.28
   875  seq874        71        1       69     no     73.29   0.976       0.00       0.00       0.00      0.26
   876  seq875        71        1       69     no     67.52   0.977       0.00       0.00       0.00      0.24
   877  seq876        71        1       69     no     76.88   0.975       0.00       0.00       0.00      0.21
   878  seq877        71        1       69     no     73.43   0.980       0.00       0.00       0.00      0.26
   879  seq878        72        1       69     no     75.95   0.980       0.00       0.00       0.00      0.27
   880  seq879        71        1       69     no     72.53   0.967       0.00       0.00       0.00      0.30
   881  seq880        71        1       69     no     76.71   0.974       0.00       0.00       0.00      0.23
   882  seq881        71        1       69     no     73.15   0.986       0.00       0.00       0.00      0.22
   883  seq882        71        1       69     no     75.74   0.981       0.00       0.00       0.00      0.28
   884  seq883        71        1       69     no     82.41   0.975       0.00       0.00       0.00      0.21
   885  seq884        71        1       69     no     76.38   0.978       0.00       0.00       0.00      0.26
   886  seq885        71        1       69     no     74.30   0.980       0.00       0.00       0.00      0.22
   887  seq886        71        1       69     no     76.70   0.970       0.00       0.00       0.00      0.22
   888  seq887        71        1       69     no     70.85   0.977       0.00       0.00       0.00      0.24
   889  seq888        71        1       69     no     76.72   0.974       0.00       0.00       0.00      0.22
   890  seq889        72        1       69     no     69.79   0.976       0.00       0.00       0.00      0.30
   891  seq890        71        1       69     no     79.83   0.980       0.00       0.00       0.00      0.21
   892  seq891        71        1       69     no     79.91   0.975       0.00       0.00       0.00      0.21
   893  seq892        71        1       69     no     75.65   0.980       0.00       0.00       0.00      0.22
   894  seq893        71        1       69     no     70.63   0.963       0.00       0.00       0.00      0.28
   895  seq894        71        1       69     no     77.73   0.974       0.00       0.00       0.00      0.21
   896  seq895        71        1       69     no     74.71   0.981       0.00       0.00       0.00      0.22
   897  seq896        71        1       69     no     79.18   0.978       0.00       0.00       0.00      0.23
   898  seq897        71        1       69     no     70.37   0.975       0.00       0.00       0.00      0.23
   899  seq898        71        1       69     no     64.83   0.984       0.00       0.00       0.00      0.22
   900  seq899        71        1       69     no     78.78   0.976       0.00       0.00       0.00      0.24
   901  seq900        71        1       69     no     73.15   0.979       0.00       0.00       0.00      0.24
   902  seq901        71        1       69     no     76.58   0.979       0.00       0.00       0.00      0.26
   903  seq902        71        1       69     no     70.24   0.962       0.00       0.00       0.00      0.27
   904  seq903        71        1       69     no     75.18   0.981       0.00       0.00       0.00      0.33
   905  seq904        71        1       69     no     76.58   0.976       0.00       0.00       0.00      0.25
   906  seq905        71        1       69     no     79.55   0.970       0.00       0.00       0.00      0.21
   907  seq906        71        1       69     no     66.02   0.969       0.00       0.00       0.00      0.29
   908  seq907        71        1       69     no     78.16   0.983       0.00       0.00       0.00      0.22
   909  seq908        71        1       69     no     79.35   0.981       0.00       0.00       0.00      0.22
   910  seq909        72        1       69     no     69.72   0.982       0.00       0.00       0.00      0.26
   911  seq910        71        1       69     no     74.48   0.979       0.00       0.00       0.00      0.25
   912  seq911        71        1       69     no     80.98   0.974       0.00       0.00       0.00      0.24
   913  seq912        71        1       69     no     62.68   0.981       0.00       0.00       0.00      0.27
   914  seq913        72        1       69     no     72.21   0.983       0.00       0.00       0.00      0.27
   915  seq914        71        1       69     no     75.85   0.982       0.00       0.00       0.00      0.21
   916  seq915        71        1       69     no     80.73   0.980       0.00       0.00       0.00      0.25
   917  seq916        71        1       69     no     79.00   0.982       0.00       0.00       0.00      0.23
   918  seq917        71        1       69     no     72.54   0.978       0.00       0.00       0.00      0.25
   919  seq918        71        1       69     no     62.89   0.964       0.00       0.00       0.00      0.27
   920  seq919        71        1       69     no     76.95   0.968       0.00       0.00       0.00      0.22
   921  seq920        71        1       69     no     83.14   0.967       0.00       0.00       0.00      0.21
   922  seq921        71        1       69     no     76.00   0.973       0.00       0.00       0.00      0.21
   923  seq922        71        1       69     no     73.53   0.968       0.00       0.00       0.00      0.23
   924  seq923        71        1       69     no     76.56   0.978       0.00       0.00       0.00      0.24
   925  seq924        71        1       69     no     73.55   0.974       0.00       0.00       0.00      0.25
   926  seq925        71        1       69     no     73.70   0.970       0.00       0.00       0.00      0.26
   927  seq926        71        1       69     no     75.43   0.972       0.00       0.00       0.00      0.22
   928  seq927        71        1       69     no     76.56   0.980       0.00       0.00       0.00      0.21
   929  seq928        71        1       69     no     77.04   0.973       0.00       0.00       0.00      0.22
   930  seq929        71        1       69     no     73.64   0.987       0.00       0.00       0.00      0.22
   931  seq930        71        1       69     no     77.50   0.972       0.00       0.00       0.00      0.25
   932  seq931        71        1       69     no     54.06   0.909       0.00       0.00       0.00      0.28
   933  seq932       108        1       23     no     -2.09   0.937       0.00       0.01       0.01      2.67
   934  seq933        71        1       69     no     78.10   0.981       0.00       0.00       0.00      0.21
   935  seq934        71        1       69     no     72.87   0.980       0.00       0.00       0.00      0.24
   936  seq935        71        1       69     no     78.96   0.984       0.00       0.00       0.00      0.21
   937  seq936        71        1       69     no     73.90   0.968       0.00       0.00       0.00      0.29
   938  seq937        71        1       69     no     76.68   0.978       0.00       0.00       0.00      0.23
   939  seq938        71        1       69     no     77.52   0.970       0.00       0.00       0.00      0.23
   940  seq939        71        1       69     no     74.54   0.979       0.00       0.00       0.00      0.26
   941  seq940        71        1       69     no     74.04   0.978       0.00       0.00       0.00      0.24
   942  seq941        71        1       69     no     75.61   0.980       0.00       0.00       0.00      0.23
   943  seq942        71        1       69     no     63.27   0.974       0.00       0.00       0.00      0.29
   944  seq943        71        1       69     no     77.37   0.978       0.00       0.00       0.00      0.26
   945  seq944        71        1       69     no     78.59   0.983       0.00       0.00       0.00      0.20
   946  seq945        71        1       69     no     72.46   0.978       0.00       0.00       0.00      0.24
   947  seq946        71        1       69     no     71.87   0.975       0.00       0.00       0.00      0.24
   948  seq947        71        1       69     no     75.30   0.983       0.00       0.00       0.00      0.25
   949  seq948        71        1       69     no     65.71   0.971       0.00       0.00       0.00      0.28
   950  seq949        71        1       69     no     75.09   0.973       0.00       0.00       0.00      0.23
   951  seq950        71        1       69     no     78.78   0.973       0.00       0.00       0.00      0.21
   952  seq951        71        1       69     no     73.94   0.975       0.00       0.00       0.00      0.26
   953  seq952        72        1       69     no     73.73   0.979       0.00       0.00       0.00      0.27
   954  seq953        71        1       69     no     68.60   0.977       0.00       0.00       0.00      0.22
   955  seq954        71        1       69     no     79.55   0.969       0.00       0.00       0.00      0.22
   956  seq955        71        1       69     no     73.59   0.973       0.00       0.00       0.00      0.24
   957  seq956        71        1       69     no     77.16   0.981       0.00       0.00       0.00      0.25
   958  seq957        71        1       69     no     71.14   0.980       0.00       0.00       0.00      0.23
   959  seq958        71        1       69     no     75.41   0.973       0.00       0.00       0.00      0.27
   960  seq959        71        1       69     no     81.26   0.969       0.00       0.00       0.00      0.20
   961  seq960        71        1       69     no     76.22   0.981       0.00       0.00       0.00      0.24
   962  seq961        71        1       69     no     73.43   0.970       0.00       0.00       0.00      0.26
   963  seq962        71        1       69     no     75.14   0.977       0.00       0.00       0.00      0.31
   964  seq963        71        1       69     no     66.00   0.983       0.00       0.00       0.00      0.32
   965  seq964        71        1       69     no     76.03   0.978       0.00       0.00       0.00      0.24
   966  seq965        71        1       69     no     76.15   0.982       0.00       0.00       0.00      0.22
   967  seq966        71        1       69     no     81.97   0.977       0.00       0.00       0.00      0.22
   968  seq967        71        1       69     no     81.14   0.977       0.00       0.00       0.00      0.23
   969  seq968        71        1       69     no     75.79   0.975       0.00       0.00       0.00      0.25
   970  seq969        71        1       69     no     77.26   0.977       0.00       0.00       0.00      0.21
   971  seq970        71        1       69     no     75.18   0.970       0.00       0.00       0.00      0.26
   972  seq971        71        1       69     no     73.15   0.970       0.00       0.00       0.00      0.27
   973  seq972        71        1       69     no     68.55   0.981       0.00       0.00       0.00      0.26
   974  seq973        71        1       69     no     71.38   0.974       0.00       0.00       0.00      0.22
   975  seq974        72        1       69     no     66.16   0.982       0.00       0.00       0.00      0.30
   976  seq975        71        1       69     no     72.68   0.979       0.00       0.00       0.00      0.26
   977  seq976        71        1       69     no     73.72   0.974       0.00       0.00       0.00      0.25
   978  seq977        71        1       69     no     60.59   0.969       0.00       0.00       0.00      0.27
   979  seq978        71        1       69     no     75.15   0.976       0.00       0.00       0.00      0.22
   980  seq979        71        1       69     no     76.56   0.987       0.00       0.00       0.00      0.25
   981  seq980        71        1       69     no     67.25   0.968       0.00       0.00       0.00      0.34
   982  seq981        71        1       69     no     68.20   0.977       0.00       0.00       0.00      0.24
   983  seq982        71        1       69     no     69.09   0.972       0.00       0.00       0.00      0.28
   984  seq983        71        1       69     no     78.09   0.973       0.00       0.00       0.00      0.23
   985  seq984        71        1       69     no     73.08   0.975       0.00       0.00       0.00      0.23
   986  seq985        71        1       69     no     75.38   0.981       0.00       0.00       0.00      0.27
   987  seq986        71        1       69     no     74.47   0.975       0.00       0.00       0.00      0.21
   988  seq987        71        1       69     no     77.32   0.977       0.00       0.00       0.00      0.21
   989  seq988        71        1       69     no     73.19   0.980       0.00       0.00       0.00      0.23
   990  seq989        71        1       69     no     70.68   0.977       0.00       0.00       0.00      0.24
   991  seq990        72        1       69     no     67.08   0.984       0.00       0.00       0.00      0.24
   992  seq991        71        1       69     no     67.90   0.978       0.00       0.00       0.00      0.30
   993  seq992        71        1       69     no     78.31   0.975       0.00       0.00       0.00      0.26
   994  seq993        71        1       69     no     64.48   0.980       0.00       0.00       0.00      0.30
   995  seq994        71        1       69     no     62.54   0.966       0.00       0.00       0.00      0.26
   996  seq995        71        1       69     no     78.06   0.970       0.00       0.00       0.00      0.24
   997  seq996        71        1       69     no     75.50   0.987       0.00       0.00       0.00      0.22
   998  seq997        71        1       69     no     76.16   0.979       0.00       0.00       0.00      0.23
   999  seq998        71        1       69     no     82.51   0.981       0.00       0.00       0.00      0.20
  1000  seq999        71        1       69     no     78.10   0.977       0.00       0.00       0.00      0.22
